NIVIDIA  INDEX,Microsoft INDEX, Apple INDEX,Alphabet INDEX,Amazon INDEX,Meta INDEX,Broadcom  INEDX,Saudi Aramco INDEX,Tesla INDEX,TSMC INDEX
100,100,100,100,100,100,100,100,100,100
77.3397879207008,84.1883714811892,101.899235030335,79.2560321715818,100.384122919334,81.0492505353319,71.7542748575048,118.171745152355,57.0317689530686,73.7473535638673
28.1927155371139,73.5069718495133,78.9765233447639,58.8471849865952,67.0081092616304,48.6948608137045,29.196326789107,104.210526315789,28.084476534296,38.0649258997883
8.39511295527893,47.0139436990266,54.4974940648905,38.3713136729223,36.5744771660265,17.1241970021413,14.7973400886637,105.706371191136,76.6064981949458,27.2625264643613
16.9495159059474,66.3509602736122,76.5233447639145,64.2426273458445,72.1724285104567,49.3538543897216,17.3989867004433,113.739612188366,48.2960288808664,40.6443189837685
7.45136007376671,44.2252038937122,59.4829860195199,39.7117962466488,69.7396500213402,41.6611349036403,11.2773907536415,104.15512465374,5.46642599277978,34.4474241354975
3.3195020746888,31.5706393054459,33.9488261672382,30.8689678284182,39.2752880921895,31.3367237687366,7.96136795440152,0,4.14729241877256,20.2237120677488
1.87713231904103,20.5303867403315,19.6800316539172,24.247654155496,31.4750320102433,20.0283725910064,6.55858138062065,0,3.77761732851986,13.4925899788285
2.70308898109728,17.3612207313865,22.7085201793722,24.4453753351206,24.0516431924883,27.4491434689507,6.65991133628879,0,2.48519855595668,14.0726887791108
1.32618718303366,12.711391739016,16.0633078343445,18.0650134048257,15.2074263764405,17.7510706638116,4.46611779607346,0,2.27725631768953,10.2822865208186
0.408713692946058,11.5672191528545,15.3946188340807,17.6997319034853,13.5868544600939,15.8779443254818,2.54148195060165,0,2.01805054151625,7.73747353563867
0.25103734439834,10.0426203630624,16.9643893431812,12.0475871313673,6.15919760990184,11.6022483940043,1.62634578847372,0,1.33646209386282,8.13761467889908
0.209774089442139,8.16890292028413,13.2086520706937,0,7.81220657276995,7.45128479657388,0.833438885370488,0,0.27870036101083,6.44954128440367
0.176579068695251,5.88424098921337,13.180954893168,0,4.86086214255228,3.38008565310493,0.492083597213426,0,0.214440433212996,6.12773465067043
0.195020746887967,5.7453301762694,9.95805855974677,0,3.35936833119932,0,0.446485117162761,0,0.181949458483755,4.6090331686662
0.206085753803596,6.16995527492765,7.83671854391981,0,3.46478873239437,0,0.434452184927169,0,0,4.484827099506
0.238819732595666,7.06524598789792,5.0377209179636,0,2.54886897140418,0,0.272324255858138,0,0,3.68454481298518
0.0998155832180729,4.54932912391476,2.00448430493274,0,0.93854033290653,0,0,0,0,2.85673959068455
0.435684647302905,8.73743751644304,4.59060933790557,0,1.64447289799402,0,0,0,0,3.60197600564573
0.303135085292762,7.68061036569324,1.92508572935901,0,0.696969696969697,0,0,0,0,0
0.14407561088059,7.14390949750066,1.60353468741757,0,0.836961160904823,0,0,0,0,0
0.0901337021668972,7.64825046040516,0.687153785280929,0,0.774221084080239,0,0,0,0,0
0.0576302443522361,7.76874506708761,0.207860722764442,0,0.905676483141272,0,0,0,0,0
0.0276625172890733,7.27782162588792,0.136111843840675,0,0.312419974391805,0,0,0,0,0
0.14845550945136,9.41988950276243,0.203376417831707,0,0.172001707212975,0,0,0,0,0
0.0511756569847856,6.07208629308077,0.135320495911369,0,0.236875800256082,0,0,0,0,0
0.0221300138312586,15.9013417521705,0.437087839620153,0,1.12121212121212,0,0,0,0,0
0,9.15811628518811,0.146135584278554,0,0.727699530516432,0,0,0,0,0
0,4.13996316758748,0.0443154840411501,0,0.0614596670934699,0,0,0,0,0
0,2.61536437779532,0.0685834872065418,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
